tagalog,english,cebuano
Gusto ng ibang bayang may sakit kayo nang katulad ng kontra-teknolohiya para maging pobre kayo.,Other countries want you sick like anti-technology to make you poor.,Gusto sa ubang lungsod naa sad moy sakit sa kontra-teknolohiya aron mamobre mo.
Ang mga bata naman ay hindi kontra-teknolohiya dahil may selpon atbp.,Children are not anti-technology because they have cell phones etc.,Ang mga bata kay dili kontra-teknolohiya kay naa may selpon ug lain pa.
Ang mga isip ng digmaang pandaigdig ay para sa mga matatanda na nang katulad noong dekadang 1950.,The minds of the world war are for adults as they were in the 1950s.,Ang mga huna huna atung gyerang pangkalibutan kay para ras mga tiguwang pareahas atung dekada mil nuebesientos singkwenta.
Parang mas maitim ang Ingles kaysa sa Tagalog dahil walang regularidad ang ortograpiya.,English seems to be darker than Tagalog because the orthography is not regular.,Murag mas itom ang inengles kaysa tagalog kay walay regularidad ang ortograpiya.
Parang mas maitim ang Ingles kaysa sa Tagalog dahil walang regularidad ang ispeling.,English seems to be darker than Tagalog because the spelling is irregular.,Murag mas itom ang inengles kaysa tagalog kay walay regularidad ang espeling.
Pinanganak si Jhon sa Marte.,John was born on Mars.,Natao si John sa Maryte.
Pinanganak si Jhon sa Mars.,John was born on Mars.,Natao si Jhon sa Mars.
Bumisita si Jhon sa Benus para makita niya ang mga tiyo niya.,Jhon visited Benus to see his uncles.,Nibisita si Jhon sa Benus aron makita niya iyang mga uyuan.
Bumisita si Jhon sa Venus para makita niya ang mga tiyo niya.,Jhon visits Venus to see his uncles.,Nibisita sa Jhon sa Benus aron makita niya iyang mga uyuan.
Sa siyudad ng Barsoom sa Marte nakatira si Jhon.,Jhon lives in the city of Barsoom on Mars.,Sa lungsod sa Barsoon sa Marte nagpuyo si Jhon.
Binigyan ng mga alyenihena ang mga taga-Tiyera ng lakas ng teleportasyon.,The aliens gave the people of Tiyera the power of teleportation.,Gihatagan sa mga elyenihena ang mga taga-Tiyera ug kusog sa teleportasyon
Binigyan ng mga alyenihena ang mga taga-Tiyera ng lakas ng telepatiya.,The aliens gave the people of Tiera the power of telepathy.,Gihatagan sa mga elyenihena ang mga taga-Tiyera ug kusog sa telepatiya.
Binigyan ng mga alyenihena ang mga taga-Tiyera ng lakas ng telekinesis.,The aliens gave the people of Tiera the power of telekinesis.,Gihatagan sa mga elyenihena ang mga taga-Tiyera ug kusog sa telekinesis.
Binigyan ng mga alyenihena ang mga taga-Tiyera ng lakas ng artipisyal na grabidad.,The aliens gave the people of Tierra the power of artificial gravity.,Gihatagan sa mga elyenihena ang mga taga-Tiyera ug kusog sa artipisyal na grabidad.
Binigyan ng mga alyenihena ang mga taga-Tiyera ng lakas ng artipisyal na dagsin.,The aliens gave the people of Tierra the power of artificial lightning.,Gihatagan sa mga elyenihena ang mga taga-Tiyera ug kusog sa artipisyal na dagsin.
Pupunta ako sa parke.,I'm going to the park.,Muadto kos suroyanan.
Nagluluto ng sinigang si Leo.,Leo is cooking porridge.,Nagaluto ug sinigang si Leo.
Nagluluto ng tapsilog si Leo.,Leo is cooking tapsilog.,Nagaluto ug tapsilog si Leo.
Nagluluto ng puspas si Leo.,Leo is cooking puspas.,Nagaluto ug aruskaldo si Leo.
Nagluluto ng lugaw si Leo.,Leo is cooking porridge.,Nagaluto ug lugaw si Leo.
Nagluluto ng hawot si Leo.,Leo is cooking hawot.,Nagaluto ug bulad si Leo.
Nagluluto ng sinangag si Leo.,Leo is cooking fried rice.,Nagaluto ug sinangag si Leo.
Nagluluto ng tsampurado si Leo.,Leo is cooking tsampurado.,Nagaluto ug tsamporado si leo.
Nagluluto ng pansit si Leo.,Leo is cooking noodles.,Nagaluto ug pansit si Leo.
Nagluluto ng pansit kanton si Leo.,Leo is cooking canton noodles.,Nagaluto ug pansit kanton si Leo.
Nagluluto ng pansit palabok si Leo.,Leo is cooking noodles.,Nagaluto ug pansit palabok si Leo.
Nagluluto ng pansit buko si Leo.,Leo is cooking knuckle noodles.,Nagaluto ug pansit buko si Leo.
Nagluluto ng nilaga si Leo.,Leo is cooking a stew.,Nagaluto ug nilaga si Leo.
Nagluluto ng leche flan si Leo.,Leo is cooking leche flan.,Nagaluto ug leche flan si Leo.
Nagluluto ng itlog si Leo.,Leo cooks eggs.,Nagaluto ug itlog si Leo.
Nagluluto ng ube si Leo.,Leo is cooking ube.,Nagaluto ug ubi si Leo.
Nagluluto ng gabi si Leo.,Leo cooks in the evening.,Nagaluto ug gabi si Leo.
Nagluluto ng baboy si Leo.,Leo cooks pork.,Nagaluto ug baboy si Leo.
Nagluluto ng karne si Leo.,Leo cooks meat.,Nagaluto ug karne si Leo.
Nagluluto ng longganisa si Leo.,Leo is cooking longganisa.,Nagaluto ug longganisa si Leo.
Nagluluto ng tocino de cielo si Leo.,Leo cooks tocino de cielo.,Nagaluto ug tocino de cielo si Leo.
Nagluluto ng pinipig si Leo.,Leo is cooking pipinig.,Nagaluto ug pinipig si Leo.
Nagluluto ng suman si Leo.,Leo is cooking suman.,Nagaluto ug suman si Leo.
Nagluluto ng tamales si Leo.,Leo cooks tamales.,Nagaluto ug pintos si Leo.
Nagluluto ng saging si Leo.,Leo cooks bananas.,Nagaluto ug saging si Leo.
Nagluluto ng manok si Leo.,Leo is cooking chicken.,Nagaluto ug manok si Leo.
Nagluluto ng pating si Leo.,Leo cooks shark.,Nagaluto ug pating si Leo.
Nagluluto ng hipon si Leo.,Leo is cooking shrimp.,Nagaluto ug pasayan si Leo.
Nagluluto ng alimango si Leo.,Leo cooks crab.,Nagaluto ug kagang si Leo.
Nagluluto ng gulay si Leo.,Leo cooks vegetables.,Nagaluto ug gulay si Leo.
Nagluluto ng kamatis si Leo.,Leo cooks tomatoes.,Nagaluto ug kamatis si Leo.
Nagluluto ng turon si Leo.,Leo is cooking turon.,Nagaluto ug turon si Leo.
Nagluluto ng ampalaya si Leo.,Leo cooks ampalaya.,Nagaluto ug ampalaya si Leo.
Nagluluto ng pugo si Leo.,Leo is cooking quail.,Nagaluto ug pugo si Leo.
Nagluluto ng itlog ng pugo si Leo.,Leo cooks quail eggs.,Nagaluto ug itlog sa pugo si Leo.
Nagluluto ng palaka si Leo.,Leo cooks a frog.,Nagaluto ug baki si Leo.
Nagluluto ng dila ng baka si Leo.,Leo cooks beef tongue.,Nagaluto ug dila sa baka si Leo.
Nagluluto ng baka si Leo.,Leo cooks beef.,Nagaluto ug baka si Leo.
Nagluluto ng mani si Leo.,Leo cooks peanuts.,Nagaluto ug mani si Leo.
Nagluluto ng kasoy si Leo.,Leo cooks cashews.,Nagaluto ug kasoy si Leo.
Nagluluto ng buto ng langka si Leo.,Leo cooks jackfruit seeds.,Nagaluto ug liso sa nangka si Leo.
Nagluluto ng lumpia si Leo.,Leo cooks spring rolls.,Nagaluto ug lumpia si Leo.
Nagluluto ng omelette si Leo.,Leo is cooking an omelette.,Nagaluto ug tortilya si Leo.
Nagluluto ng dila ng pato si Leo.,Leo cooks duck tongue.,Nagaluto ug dila sa patok si Leo.
Nagluluto ng pato si Leo.,Leo is cooking duck.,Nagaluto ug patok si Leo.
Nagluluto ng paa ng manok si Leo.,Leo is cooking a chicken leg.,Nagaluto ug tiil sa manok si Leo.
Nagluluto ng isda si Leo.,Leo cooks fish.,Nagaluto ug isda si Leo.
Nagluluto ng ulo ng isda si Leo.,Leo cooks a fish head.,Nagaluto ug ulo sa sida si Leo.
Nagluluto ng salmon si Leo.,Leo is cooking salmon.,Nagaluto ug salmon si Leo.
Nagluluto ng pansit at itlog ng pugo si Leo.,Leo cooks noodles and quail eggs.,Nagaluto ug pansit ug itlog sa pugo si Leo.
Nagluluto ng sisig si Leo.,Leo cooks sisig.,Nagaluto ug sisig si Leo.
Nagluluto ng sisig at manok si Leo.,Leo cooks sisig and chicken.,Nagaluto ug sisig na manok si Leo.
Nagluluto ng sisig at saging si Leo.,Leo cooks sisig and bananas.,Nagaluto ug sisig ug saging si Leo.
Nagluluto ng sisig at leche flan si Leo.,Leo cooks sisig and leche flan.,Nagaluto ug sisig ug leche flan si Leo.
Nagluluto ng sisig at tsampurado si Leo.,Leo cooks sisig and tsampurado.,Nagaluto ug sisig ug tsamporado si Leo.
Nagluluto ng sisig at isda si Leo.,Leo cooks sisig and fish.,Nagaluto ug sisig ug isda si Leo.
Nagluluto ng sisig at nilaga si Leo.,Leo cooks sisig and stew.,Nagaluto ug sisig ug nilaga si Leo.
Nagluluto ng sisig at sinangag si Leo.,Leo cooks sisig and fried rice.,Nagaluto ug isis ug sinangag si Leo.
Nagluluto ng sisig at pansit buko si Leo.,Leo cooks sisig and knuckle noodles.,Nagaluto ug sisig ug pansit si Leo.
Nagluluto ng sisig at pansit palabok si Leo.,Leo cooks sisig and noodles.,Nagaluto ug sisig ug pansit palabok si Leo.
Nagluluto ng sisig at pansit kanton si Leo.,Leo cooks sisig and canton noodles.,Nagaluto ug sisig ug pansit kanton si Leo.
Nagluluto ng tsitsaron si Leo.,Leo is cooking tsitsaron.,Nagaluto ug tsitsaron si Leo.
Nagluluto ng tsitsaron at tsampurado si Leo.,Leo cooks tsitsaron and tsampurado.,Nagaluto ug tsitsaron ug trsamporado si Leo.
Nagluluto ng tsitsaron at itlog si Leo.,Leo cooks tsitsaron and eggs.,Nagaluto ug tsitsaron ug iltog si Leo.
Nagluluto ng tsitsaron at itlog ng pugo si Leo.,Leo cooks tsitsaron and quail eggs.,Nagaluto ug tsitsaron ug itlog sa pugo si Leo.
Nagluluto ng tsitsaron at bihud si Leo.,Leo cooks tsitsaron and bihud.,Nagaluto ug tsitsaron ug bihud si Leo.
Nagluluto ng tsitsaron at aligi si Leo.,Leo cooks tsitsaron and aligi.,Nagaluto ug tsitsaron ug laman sa kagang si Leo.
Nagluluto ng tsitsaron at tapsilog si Leo.,Leo cooks tsitsaron and tapsilog.,Nagaluto ug tsitsaron ug tapsilog si Leo.
Nagluluto ng tsitsaron at tapa si Leo.,Leo cooks tsitsaron and tapa.,Nagaluto ug tsitsaron ug tapa si Leo.
Nagluluto ng tsitsaron at tocino si Leo.,Leo cooks tsitsaron and bacon.,Nagaluto ug tsitsaron ug tosino si Leo.
Nagluluto ng tsitsaron at nilaga si Leo.,Leo cooks tsitsaron and stew.,Nagaluto ug tsitsaron ug nilaga si Leo.
Gumagawa ng gulaman si Daniel.,Daniel is making gelatin.,Nagabuhat ug gulaman si Daniel.
Gumagawa ng halo-halo si Daniel.,Daniel is making a mess.,Nagabuhat ug halo-halo si Daniel.
Gumagawa ng maiz con hielo si Daniel.,Daniel is making maiz con hielo.,Nagabuhat ug maiz con yelo si Daniel.
Gumagawa ng ube si Daniel.,Daniel makes ube.,Nagabuhat ug ubi si Daniel.
Gumagawa ng nilupak si Daniel.,Daniel is making pottery.,Nagabuhat ug nilupak si Daniel.
Gumagawa ng kakanin si Daniel.,Daniel is making food.,Nagbuhat ug kakanin si Daniel.
Gumagawa ng biko si Daniel.,Daniel is making a biko.,Nagbuhat ug biko si Daniel.
Gumagawa ng tsokolate si Daniel.,Daniel makes chocolate.,Nagbuhat ug tsokoleyt si Daniel.
Gumagawa ng sapin-sapin si Daniel.,Daniel is doing layer by layer.,Nagbuhat ug sapin-sapin si Daniel.
Gumagawa ng pichi-pichi si Daniel.,Daniel is making pichi-pichi.,Nagbuhat ug pichi-pichi si Daniel.
Gumagawa ng longganisa si Daniel.,Daniel is making longganisa.,Nagbuhat ug longganisa si Daniel.
Gumagawa ng leche flan si Daniel.,Daniel is making leche flan.,Nagbuhat ug leche flan si Daniel.
Gumagawa ng maja blanca si Daniel.,Daniel makes maja blanca.,Nagbuhat ug maha blanka si Daniel.
Gumagawa ng maja de ube si Daniel.,Daniel makes maja de ube.,Nagbuhatb ug maha de ubi si Daniel.
Gumagawa ng pulburon si Daniel.,Daniel makes gunpowder.,Nagbuhat ug pulburon si Daniel.
Gumagawa ng pulburong ube si Daniel.,Daniel makes ube powder.,Nagbuhat ug pulburong ubi si Daniel.
Gumagawa ng pulburong tsokolate si Daniel.,Daniel makes chocolate powder.,Nagbuhat ug pulburon nga tsokoleyt si Daniel.
Gumagawa ng pandesal si Daniel.,Daniel is making pandesal.,Nagbuhat ug pandesal si Daniel.
Gumagawa ng kalihim si Daniel.,Daniel works as a secretary.,Nagbuhat ug pan de pula si Daniel.
Gumagawa ng pan de ube si Daniel.,Daniel is making pan de ube.,Nagbuhat ug pan de ubi si Daniel.
Gumagawa ng buko pay si Daniel.,Daniel is making buko pay.,Nagbuhat ug buko pay si Daniel.
Gumagawa ng buko dyus si Daniel.,Daniel is making buko juice.,Nagbuhat ug buko jos si Daniel.
Gumagawa ng kalamansi dyus si Daniel.,Daniel makes lime juice.,Nagbuhat ug kalamansi jos si Daniel.
Gumagawa ng manggang dyus si Daniel.,Daniel makes mango juice.,Nagbuhat ug manggang nga jos si Daniel.
Gumagawa ng langkang keyk si Daniel.,Daniel is making a cake.,Nagbuhat ug nangka nga keyk si Daniel.
Gumagawa ng manggang keyk si Daniel.,Daniel is making a mango cake.,Nagbuhat ug mangga nga keyk si Daniel.
Gumagawa ng tsokolateng keyk si Daniel.,Daniel is making a chocolate cake.,Nagbuhat ug tsokoleyt keyk si Daniel.
Gumagawa ng ubeng keyk si Daniel.,Daniel is making a banana cake.,Nagbuhat ug ubi nga keyk si Daniel.
Gumagawa ng istrobering keyk si Daniel.,Daniel is making a strawberry cake.,Nagbuhat ug istroberi na keyk si Daniel.
Gumagawa ng blubering keyk si Daniel.,Daniel is making a blueberry cake.,Nagbuhat ug bluberi na keyk si Daniel.
Gumagawa ng mint na keyk si Daniel.,Daniel is making a mint cake.,Nagbuhat ug herbabuena na keyk si Daniel.
Ginagatasan ni Tom ang baka.,Tom is milking the cow.,Ginagatasan ni Tom ug gatas ang baka.
Sino ang hinahanap niyo?,Who are you looking for?,Kinsa inyong ginapangita?
Wala akong natutunan ni kahit ano mula sa guro.,I didn't learn anything from the teacher.,Wala jud koy natunon miskan unsa pa sa magtutudlo.
Tumatawa ang buong grupo.,The whole group laughs.,Nagkatawa ang tibuok grupo.
Kailangan ng pasensya nitong trabahong ito.,This job requires patience.,Kailangan ug pasensya ni nga trabaho.
Kamusta?,How are you?,Kumusta ka?
Pumunta ako sa palengke.,I went to the market.,Muadto ko sa palengke.
Dapat akong matulog.,I should sleep.,Mahimo matulog nako.
Dapat tayong matulog.,We should sleep.,Mahimo matulog nata.
Ngayon ay ika-18 ng Hunyo at kaarawan ngayon ni Muriel!,Today is June 18th and today is Muriel's birthday!,Karun ang ika dise otso sa bulan sa hunyo ug ang pagkatao ni Muriel.
"Maligayang bati, Muiriel!","Congratulations, Muiriel!","Malipayong adlawng natawhan, Muriel!"
Dalawampung taon na si Muiriel.,Muiriel is twenty years old.,Baynte ka tuig na si Muriel.
Hindi ko alam.,I don't know.,Wala ko kabalo.
Wala akong masabi.,I can't say anything.,Wala koy mahisgot.
HIndi yun mangyayari.,That will NOT happen.,Wala to nahitabo.
Tatawag ako bukas pagkauwi ko.,I will call tomorrow when I get home.,Mutawag ko ugma inig uli nako.
"Hindi, hindi ako! Ikaw!","No, I'm not! You!","Dili, Dili ako! Ikaw!"
Sinisipa niya ako!,He's kicking me!,Ginasipa ko niya!
Sigurado ka?,are you sure,Siguro ka?
Sigurado ka ba?,are you sure,Siguro ba ka?
"Uy, may paruparo!","Hey, there's a butterfly!","Uy, alibangbang!"
"Uy, mayroong paruparo!","Hey, there's a butterfly!","Uy, naa'y alibangbang!"
Bilis!,Speed!,Pagdali!
"Pagtanda ko, gusto ko maging hari.","When I grow up, I want to be a king.","Pagkatigulang nako, gusto ko mahimong hari."
"Paglaki ko, gusto ko maging hari.","When I grow up, I want to be a king.","Pagdako nako, gusto ko mahimong hari."
Ang taba ko.,I'm fat.,Taba ko.
Masyado akong mataba.,I'm too fat.,Sobraan rako ka taba.
Ano ngayon?,what now,Unsa karun?
Ano naman?,What is it?,Unsa nasad?
Babarilin ko siya.,I will shoot him.,Barilon nako siya.
Babae ka kasi.,Because you are a woman.,Babae man gud.
Bakit mo natanong?,Why did you ask?,Ngano ka nangutana?
Gano katagal ka nanatili?,How long did you stay?,Unsa ka kadugay nagpabilin?
Ako si Jack.,I'm Jack.,Ako si diay si Jack.
Taga saang bansa ka?,What country are you from?,Taga asa kang nasud gikan?
"Uy, niebe!","Hey, snow!","Uy, esno!"
Babalik ako bukas kung kaya ko.,I will come back tomorrow if I can.,Mubalik ko ugma kung kaya nako.
HIndi ba tayo dapat maging magkaibigan?,Shouldn't we be friends?,Dili ba dapat ta mahimong magka amigo?
Bakit mo sinasabi yan sa akin?,Why are you telling me that?,Ngano nimo na giingon sa ako?
Mag-isa lang siya sa bahay.,He was alone at home.,Siya ra isa sa balay.
Tinaas niya ang kanyang kamay upang pumara ng taksi.,He raised his hand to hail a cab.,Gitaas niya iyang kamot para mupara ug masakyan.
Gustong-gusto ko.,I really like it.,Gusto kaayo nako.
Ang baho mo masyado.,You stink too much.,Baho kaayo ka.
Parang wala nang nakikinig sa atin.,It's like no one listens to us anymore.,Murag wala'y naminaw sa atoa.
Kailangan mong malaman ang iyong kabiguan.,You need to know your failure.,Kinahanglan nimo mahibalan kung asa ka nasayup.
Pinakanta niya ako.,He sang to me.,Gipakanta ko niya.
Nagaaral ka ng Ingles.,You study English.,Nagatuon kog Inengles.
Binili ko ito kahapon.,I bought it yesterday.,Gipalit nako ni gahapon.
Binili ko ito kagabi.,I bought it last night.,Gibili nako ni kagabii.
Medyo pagod ako ngayon.,I'm a little tired today.,Gikapoy ko gamay karun.
Mahilig lumangoy si Tom.,Tom likes to swim.,Ganahan mulangoy si Tom.
Mas matangkad ng konti sa akin si Tom.,Tom is a little taller than me.,Mas tangkad gamay sa akoa si Tom.
