tagalog,english,cebuano
Isang lugar sa Titan na buwan ng Saturno ang Xanadu.,Xanadu is a place on Saturn's moon Titan.,Usa ka lugar sa Titan na bulan nga Saturino ang Xanadu.
Masyado iyan.,That's too much.,Sobra na kana.
"Sinuman lamang ang sumusunod, pagkatapos ay may karapatang umutos din.","Whoever only obeys, then has the right to command as well.","Bisan kinsa lang ang sumusunod, pagkahuman kay adunay maangayong musugo sad."
Makulit siyang magtanong sa akin.,He was rude to ask me.,Samukan siya kon mangutana sa ako.
Wala siyang sinabi.,He said nothing.,Wala siya'y giingon.
Talagang mayaman ka.,You are really rich.,Tinuod nga adunahan ka.
Ba't di ka sumama sa akin?,Why don't you come with me?,Nganong dili ka muoban sa ako?
"Mamaya, gusto kong maging propesor ng kasaysayan.","Later, I want to be a professor of history.","Unya, gusto nako mahimong magtutudlo sa kasaysayan."
"Tinawagan ko siya, pero bisi ang linya.","I called him, but the line was dead.","Gitawagan nako siya, apan bisi ang linya."
Nakita niya ang isang matangkad na lalaki kahapon.,He saw a tall man yesterday.,Nakita niya ang isa ka tangkad nga lalaki kagahapon.
"Sa klase ng Ingles, minsan umuupo kaming pabilog para pag-usapan ang librong binabasa namin.","In English class, we sometimes sit in a circle to discuss the book we are reading.","Sa klase namo sa Ingles, usahay maglingkod mi palingin aron estoryahan ang libro nga among gibasa."
Isip kong magaling na ideya.,I think it's a great idea.,"Hunahuna ko, hawud nga ideya."
Parang di tama iyon.,That doesn't seem right.,Murag dili tama kadto.
Nagbabakasyon pa siya sa Hawaii.,He is still on vacation in Hawaii.,Nabakasyon pa sila sa Hawaii.
Huwag sumigaw.,Don't shout.,Ayaw siyagit.
Katatawag lamang niya.,He just called.,Katawag lang niya.
Pinakagusto ko ang tag-init.,I like summer the most.,Pinakagusto nako ang tag-init.
Nabasa ko na itong libro.,I have read this book.,Nabasa na nako kining libro.
"Sa tingin ko, mali siya doon.",I think he is wrong there.,"sa tan aw nako, mali siya didto."
Gaano karami ang kailangan mo?,How much do you need?,Unsa kadaghan ang kinahanglan nimo?
Mag-enjoy sa inyong bakasyon.,Enjoy your vacation.,Maglipay sa inyong bakasyon.
Kita ko ang libro sa ibabaw ng pupitre.,I saw the book on the desk.,Kita ko og libro sa ibabaw sa lamesa.
Gusto naming maglaro ng soccer.,We like to play soccer.,Gusto namo magdula og soccer.
Sumulat siya ng libro tungkol sa porselana.,He wrote a book about porcelain.,Nagsulat siya og libro mahitungod sa porselana.
Anong parteng mahirap sa pag-aaral ng Hapon?,What's the hardest part about learning Japanese?,Unsang parte ang lisud sa pagtuon og Hapon?
"Sa alam ko, walang magaling na libro sa teoryang iyon.","As far as I know, there is no good book on that theory.","Sa pagkabalo ko, walay maayong libro sa kato nga teorya."
Yang librong Ingles ay masyadong mahirap basahin para sa akin.,That English book is too difficult for me to read.,Kanang libro nga Ingles kay sobra kalisod basahon para sa ako.
Makikita mo ang kaibahan.,You will see the difference.,Makita nimo ang kalahian.
Paano mo nakilala siya?,How did you meet him?,Giunsa nimo pagkaila niya?
Pula ang araw.,The sun is red.,Pula ang adlaw.
Ang propesyon ko't arte ko'y ang kabuhayan.,My profession and my art is my livelihood.,Ang propesyon ko ug paglihok akong panginabuhi.
Magsalita ka kung puwede; ano ka ba?,Speak up if you can; what are you,Mag estorya ka kon mahimo; unsa mn ka?
Iyon ang kanyang huling mga salita.,Those were his last words.,Kato ang iyang katapusang mga pulong.
"Sa kuwarto ko'y may aparador, sopa, silya, at mesa.","In my room there is a wardrobe, couch, chair, and table.","Sa akong kuwarto, naay aparador, sopa, lingkoranan ug lamesa."
Kainin mo.,Eat it.,Kaona na.
Ito'y aking bisikleta.,This is my bike.,Kini akong bisikleta.
Pupunta siya sa pista.,He's going to the party.,Padulong siya sa pista.
10 taon nang lumipas na ako'y umalis ng Hapon.,10 years have passed since I left Japan.,Napulo na katuig ang nilabay nga ako nihawa sa Hapon.
"Kung may wika ka, magsalita ka!","If you have a language, speak it!","Kung aduna kay pinulongan, nagsulti ka!"
Sino ka?,who are you,Kinsa ka?
Nakita namin sa lawa ang repleksiyon ng mga bundok.,We saw the reflection of the mountains in the lake.,Nakita namo sa lanaw ang repleksiyon sa mga buntod.
"Umaasa akong di ka kasing ligaya ko, kundi mas.","I hope you are not as happy as I am, but more.","Nagdahom ko nga dili ka sama sa kalipay ko, kundi mas labaw pa."
Nasa loto ang hiyas.,The jewel is in the heart.,Naa sa loto ang brilyante.
Di puwede itong otel.,It can't be a hotel.,Dili puwede kining otel.
Gusto kong makita ang sine.,I want to see the movie.,Gusto nako makita ang sinehan.
Huwag mong sirain ang kasiyahan ng aming kombersasyon.,Don't spoil the fun of our conversation.,Ayaw nimo gubaa ang kalipay sa among panag estoryahay.
Ang pagtatagpo'y nangyari nang walang problema hanggang sinira niya ang kasiyahan dahil ng kanyang sinabing walang muwang.,The meeting went off without a hitch until he ruined the fun with what he said was naive.,Ang panagtagbo nahitabo nga walay problema hangtod nga naguba niya ang kalipayon tungod sa iyang giingon nga walay buot pa.
Di ko na gusto ang kanyang kayabangan.,I don't like his arrogance anymore.,Dili nako gusto ang iyang kahambungan.
Mapanganib bang magbiyahe nang magsarili sa treng pang-ilalim?,Is it dangerous to travel alone on the subway?,Delikado ba ang mubyahe nga ikaw lang sa tren na pang ilalom?
Sinong pinakapaborito mong pintor?,Who is your favorite artist?,Kinsa ang pinakapaborito nimo nga pintor?
"Ang tekniko'y nakakabago ng kaligiran, ngunit di ang ating instinto na kumukumporme pa sa antigong kaligiran.","Technology can change the environment, but not our instinct that still conforms to the old environment.","Ang tekniko kay nakabag o sa atong palibot, apan dili ang atuang gawi nga mosunod pa sa kabal ang palibot."
Huwag mong dutdutin ng payong ang pusod ng iyong maliit na kapatid.,Don't pinch your little brother's navel with an umbrella.,Ayaw nimo idutdot ang payong sa pusod sa imong gamay nga igsoon.
Ang ebolusyon ng tekniko'y parang di mapigil na proseso.,Technical evolution seems to be an unstoppable process.,Ang anaswagan nga teknik kay murag mapugngan na pamaagi.
Ang bagong kaligiran ay nangangailangan ng bagong etika.,The new environment requires a new ethic.,Ang bag ong palibot kay nanginahanglan og bag ong etika.
Angkop ang anumang puwerto sa bagyo.,Any hurricane port is suitable.,Angay ang unsa man nga dunggoanan sa unos.
Lumapit siya sa akin at tinanong niya ang pangalan ko.,He approached me and asked my name.,Niduol siya kanako og nangutana siya sa ngalan nako.
Bisikleta mo ba ito?,Is this your bicycle?,Bayk ba nimo kini?
Anong nais mo?,what do you want,Unsa ang gusto nimo?
Gusto ko ang ispadang ganito!,I want this sword!,Gusto nako ang kampilang ganito!
Kinakain nila itong mga bagay.,They eat these things.,Ginakaon nila ang kini nga butang.
Magbabakasyon ka ba nitong taon?,Are you going on vacation this year?,Magbakasyon ba ka karong tuiga?
Kukunin ko itong kayumangging kurbata.,I'll take this brown tie.,Kuwaon nako kining tabonon nga kurbata.
"Dahil kumakain ako, namamarati ako.","Because I eat, I feel.","Kay nikaon ko, nagbinarat ko."
Nag-aaral ako ng Ingles sa bahay.,I study English at home.,Nagtuon ako og Ingles sa balay.
Meron akong di labis nang sampung librong Ingles.,I have no more than ten English books.,Nagatuon ko og Ingles sa balay.
Gusto mong pumunta sa teatro?,Do you want to go to the theater?,Gusto nimo muadto sa teyatro?
Nakabiyahe ka na bang palipad?,Have you ever traveled by plane?,Nakabyahe na ba ka palupad?
Papasukin mo siya.,Let him in.,Pasudla siya.
Anong sinasabi mo?,what are you saying,Unsa ang imong giingon?
Nakikita mo ba ang kaibahan?,Do you see the difference?,Nakita ba nimo ang kalahian?
Gusto kong matagpo siya.,I want to meet him.,Gusto ko mahumamat siya.
Magkapareho ba sila?,Are they the same?,Sama ba sila?
Saan ang dapat nating puntahan?,Where should we go?,Asa ang mahimo natong adtoan?
Ang mukha ng lalaki'y kanyang awtobiyograpiya.,A man's face is his autobiography.,Ang nawong sa lalaki kay iyang awtobiyograpiya.
Ang mukha ng babae'y kanyang obrang piksiyon.,The woman's face is his work of fiction.,Ang nawong sa babaye iyang trabahong handurawat.
Ang isang bagay ay hindi kailangang totoo bagamat ipinagpapatayan ng tao.,Something doesn't have to be true even though people kill each other.,Ang usa kabutang kay dili kinahanglang tinuod bisan pa magpantyanay ang tao.
"Kasasabi niya iyon, ginuhit niya ang anyo ng isda sa batong plato nang gamit ang kanyang ispada.","As he said that, he drew the shape of a fish on the stone plate with his sword.","Kaingon niya kadto, gihulagway niya ang porma sa isda sa plato nga bato nga gamit ang iyang kampilan."
"Sa isang pirasong papel, hinugis ng inhinyero ang kasangkapan na iniisip niya.","On a piece of paper, the engineer drew the tool he had in mind.","Sa usa ka bahing papel, giporma sa inhinyero ang mga butang nga gihunahuna niya."
Hinuhugis ng komplikadong papagbatikbatiking alpombra sa lupa ang linden at akasya ng hardin.,An intricately mottled carpet shapes the garden's linden and acacia.,Ginaporma ang komplikadong pagbatik-batik sa yuta ang linden ug akasya sa tanuman.
Huwag lumabas.,Don't go out.,Ayaw gawas.
Malakas ang ulan.,The rain is heavy.,Kusog ang ulan.
Maiging sumusulong na ang party nang dumating ako.,The party would be in full swing when I arrived.,Maayo na ang dagan sa parti kadtong niabot ko.
Malapit siyang nakatira.,He lives nearby.,Duol siya nagpuyo.
Inaamin kong tama siya.,I admit he is right.,Giangkon nako nga tama siya.
Galit ka ba sa akin?,are you mad at me,Suko ka ba sa ako?
Gusto kong pumunta roon.,I want to go there.,Gusto nako moadto didto.
Magkamukha ng akin ang bisikleta mo.,Your bike looks just like mine.,Magkanawong sa ako ang bayk nimo.
Di siya tamad na estudyante na iniisip mo.,He is not the lazy student you think.,Dili siya tapolan nga magtutungha nga gihunahuna nimo.
Isip niyang ang buhay ay biyahe.,He thinks life is a trip.,Hunahuna niya ang kinabuhi kay biyahe.
Wala akong madekleyr kundi ang henyo ko.,I have nothing to show for it but my genius.,Wala koy masulti kon dili ang henyo nako.
Pumila nang dalawang linya.,Line up in two lines.,Mulinya og duha ka linya.
Ang Berlin ay Alemang lungsod.,Berlin is a German city.,Ang Berlin kay ang Alemang dakbayan.
Totoo ba ang istorya niya?,Is his story true?,Tinuod ba ang estorya niya?
Busog na ang batang lalaki.,The boy is full.,Busog na ang bata nga lalaki.
Oras nang iwanan mo ang iyong kaugaliang bata.,It's time to let go of your childish ways.,Oras na nga biyaaan nimo ang imong batasang pambata.
Araw-araw akong nagtitibi.,Every day I'm constipated.,Adlaw-adlaw ko nagatan aw og tibi.
May mga itlog sa kahon.,There are eggs in the box.,Adunay mga itlog sa kahon.
Magaling siya sa Pranses.,He is good at French.,Hawud siya magpranses.
Di makita kung saan man.,Can't see anywhere.,Dili makita kon asa man.
Lumalakas na ang hangin.,The wind is getting stronger.,Nikusog na ang hangin.
Namamalengke si Tomas.,Tomas is shopping.,Namalengke si Tomas.
Meron kang guni-guning mabunga!,You have a fruitful imagination!,Aduna kay handuraw nga mabungahon!
Meron kang dalawang libro.,You have two books.,Aduna na kay duha ka libro.
Nakikinig ba kayong lahat sa akin?,Are you all listening to me?,Naminaw ba kamong tanan sa ako?
"Tatlo ang kapatid ko, isang lalaki at dalawang babae.","I have three siblings, one boy and two girls.","Tulo ang akong igsoon, isa ka lalaki ug duha ka babaye."
Kailan matatapos ang tag-ulan?,When will the rainy season end?,Kanus a mahuman ang tag-ulan?
Barakong bata pang lalaki siya.,He is still a young boy.,Malaking bata pang lalaki siya.
Pinag-uusapan nila ang musika.,They talk about music.,Giestoryahan nila ang musika.
Nilata nila ang mga prutas para mapreserba sila.,They canned the fruits to preserve them.,Gilata nila ang prutas aron ipreserba sila.
Malimit maghanap ang mga uwak sa basura.,Crows often search the garbage.,Kanunay mangita ang mga uwak og basura.
Mas malayo nang konti.,A little further.,Mas layo gamay.
May halagang makita ang bagong pelikula niya.,His new movie is worth seeing.,MAs mahinungdanong makita ang bag ong salida niya.
Nasa Asya ang Taylandiya.,Thailand is in Asia.,Naa sa Asya ang Taylandiya.
Nasa Asya ang Siyam.,Nine is in Asia.,Naa sa Asya ang Siyam.
Propesor ko siya.,He is my professor.,Propesor nako siya.
Magaling ang pandama kong pang-amoy.,My sense of smell is good.,Hawud ang panimati kong timaho.
Tuloy siyang dumaldal.,He kept talking.,Padayon siyang nagtabi.
Pakituloy po ng istorya ninyo.,Please continue your story.,Pakipadayon ang estorta ninyo.
"Mainit dito, di ba?","It's hot here, isn't it?","Init diri, di ba?"
May sasabihin siya.,He has something to say.,Aduna isulti siya.
Di pa ako nagkakape.,I haven't had coffee yet.,Wala pa ko nagkape.
Dapat magtiyaga ka.,You must persevere.,Kinahanglan katubayan ka.
Mas gusto ko sa bahay kung kapareho sa iyo.,I prefer at home if the same as you.,Mas gusto nako sa balay kon sama sa imo.
Maganda ang boses niya.,His voice is beautiful.,Anindot ang tingog niya.
Totoong magaling na gitarista ka.,You are a really good guitarist.,Tinuod hawud nga gitarista ka.
Anong inalmusal mo?,what did you have for breakfast,Unsa ang gipamahaw nimo?
Di ko gustong basahin itong libro.,I don't want to read this book.,Dili nako gusto basahon kining libro.
Anong binulong niya sa iyo?,What did he whisper to you?,Unsang hihunghong niya sa imo?
Walang anak sina Tomas at Maria.,Tomas and Maria had no children.,Wala anak sila Tomas ug Maria.
Gusto mo bang isa pang piraso ng pay?,Would you like another piece of pay?,Gusto ba nimo og isa pa kabuok nga pastel?
Ang nakakaaburido sa buhay ay ang pagkawala ng motibasyon.,What makes life boring is the loss of motivation.,Ang nakalabad sa kinabuhi kay ang pakawala sa motibasyon.
Nainggit siya sa kanyang pamumuhay.,He envied her lifestyle.,Nasina siya sa iyang panginabuhi.
Huwag kang makialam.,Don't interfere.,Ayaw ka manghilabot.
Nakasuot si Tomas ng sombrero.,Tomas is wearing a hat.,Nakasul-ob si Tomas og kalo.
Di tayo pinanganak nang may kapasidad para sa masayang koeksistensiya.,We are not born with the capacity for happy coexistence.,Dili kita gipanganak nga adunay kapasidad para sa malipayong koeksistensiya.
Mahirap ba ang kanilang wika?,Is their language difficult?,Lisud ba ang ilahang kapulungan?
Sabi ng kapatid mo sa akin na pumunta ka sa Paris.,Your sister told me you went to Paris.,Ingon sa imong igsoon sa ako nga niadto ka sa Paris.
Maghiwa ng patatas.,Cut potatoes.,Maghiwa og patatas.
Di ko makakalimutan ang inyong kagandahang-loob.,I will never forget your kindness.,Dili nako malimtan ang imong kaayo.
Di yata siya si Maria.,I don't think she is Maria.,Dili ata siya si Maria.
Nasa ospital siya ngayon.,He is in the hospital now.,Naa sa ospital siya karon.
Pininturahan niyang bughaw ang kisame.,He painted the ceiling blue.,Gipintalan niya og asul ang kisami.
"Basong tubig, nga.","Glass of water, yes.","Basong tubig, nga."
Dapat magpalit ka ng tren sa Shinjuku.,You should change trains at Shinjuku.,Kinahanglan magpuli ka og tren sa Shinjuku.
Gawin mo ang sinabi ko sa iyo.,Do as I told you.,Himuon mo ang gisulti ko sa imo.
Ayaw ko ang mga taong may mga damdamin.,I don't like people with feelings.,Dili ko sa mga taong adunay mga pagbati.
Ang transpormasyon ay kasabay na panganganak at kamatayan.,Transformation is simultaneous birth and death.,Ang kausaban kay kasabay sa panganak ug kamatayan.
May umiikot na katwang tsismis.,There is a rumor going around.,Adunay nagatuyok na kataw anang tabitabi.
Isang sigaw ang nakasira sa katahimikan.,A shout broke the silence.,Usa ka siyagit ang nakaguba sa kamingaw.
Walang pumansin sa kanyang absens.,No one noticed his absence.,Walay nagtagad sa iyang lang-at.
At nabigyan kami ng libreng pizza.,And we were given free pizza.,Og nahatagan kami og librengng pizza.
Tingnan ito.,Check it out.,Tan awa kini.
Para siyang masakit ang ulo.,He felt like he had a headache.,Mura siya og sakit sa ulo.
Nag-aral ako bago naghapunan.,I studied before dinner.,Nagtuon ako bag o manihapon.
Tingnan ang maiitim na mga ulap. Parang uulan.,Look at the dark clouds. It looks like it's going to rain.,Tan awa ang dag-om na mga panganod. Murag muolan.
Nakakawit si Tomas sa nakaraan.,Tomas is hooked on the past.,Nakakaw-it si Tomas sa mga nangagi.
Agham ng isip ang sikolohiya.,Psychology is the science of the mind.,Alamdag sa hunahuna ang sikolohiya.
