tagalog,english,cebuano
"pasensya na, hindi ako nagpapasok ng mga taong hindi ko kilala.","sorry, i don't admit people i don't know.","pasensyahi na, di ko nagapasulod og mga tawo nga wa nako nailhan."
wala akong trabaho.,i don't have a job.,wala koy tarbaho.
isipin natin ang pinakamalalang pwedeng mangyari.,let's think about the worst that can happen.,hunahunaon nato nga ang kinakalalaan nga pwede mahitabo.
armado ang mga sundalo.,the soldiers are armed.,armado ang mga sundalo.
may tanong ako para sa iyo.,i have a question for you.,naa koy pangutana para sa imoha.
nasaan na kayo?,where have you been?,asa na mo?
"gaano ko man pilitin, hindi ko magawang kalimutan ang halik na iyon.","no matter how hard i tried, i couldn't forget that kiss.","bisan unsa nako og pugos, di nako mahimo nga hikalimtan tong haluka."
paano mo malaman kung siya'y patay na?,how do you know if he is dead?,unsaon nimo og kahibalo nga patay na siya?
nalalaglag ang isang dahon.,a leaf falls.,nahog ang usa ka dahon.
maaaring magkaroon ng ibang lalaki ang asawa mo.,your wife may have another man.,tingali pwede mangabit imong asawa.
ang trabaho nila ay ang bumili ng mga prutas at gulay.,their job is to buy fruits and vegetables.,ang ilang tarbaho kay ang mopalit og mga prutas ug gulay.
kailangan kong isauli ang aklat bago dumating ang sabado.,i have to return the book before saturday.,kinahanglan nako iuli ang libro bag-o moabot ang sabado.
bakit bumili ka ng ibang kotse?,why did you buy another car?,nganong nipalit ka og lain nga sakyanan?
mukhang malakas siya.,he looks strong.,mura og kusgan siya.
patawarin ninyo si tom.,forgive tom.,pasayloon ninyo si tom.
ito ang bandila ng bansang hapon.,this is the flag of japan.,kini ang bandila sa nasud sa hapon.
siya ay may maliliit na paa.,he has small feet.,naa siyay gamay nga lawas.
ang kaaway ng kaibigan mo ay kaibigan mo.,your friend's enemy is your friend.,ang kaaway sa imong amigo kay amigo sad nimo.
parang gusto kong uminom ng serbesa.,i feel like drinking beer.,mura og gusto nako moinom og serbesa.
"kung hindi dahil sa araw, hindi tayo mabubuhay.","if it weren't for the sun, we wouldn't be alive.","kon dili tungod sa adlaw, di ta mabuhi."
gusto kong umalis dito!,i want to get out of here!,gusto nako molakaw diri.
ikaw ay isang magandang babae.,you are a beautiful woman.,ikaw kay usa ka gwapa nga babaye.
siya ay natutulog sa umaga at nagtatrabaho sa gabi.,he sleeps in the morning and works at night.,siya kay matog sa buntag ug nagatarbaho sa gabii.
mga doktor sila.,they are doctors.,mga doktor sila.
"sa wakas, pumili siya ng ibang kuting.","finally, she chose another kitten.","sa kinauwaihan, nipili siya og lain nga iring."
palagi siyang mapagbigay sa mga nangangailangan.,he was always generous to those in need.,pirme siya mohatag sa nanginahanglan.
ngayon ang aking ikalabing-anim na kaarawan.,today is my sixteenth birthday.,karon mao akong ika-disisayes nga adlaw nga natawhan.
kumikidlat bago kumulog.,lightning before thunder.,naga-kilat bag-o mokulog.
sumulat ako ng isang aklat dalawang taon ang nakakaraan.,i wrote a book two years ago.,nagsulat ko og usa ka libro duha ka tuig na nilabay.
ang wikang ingles ay naging predominante sa buong mundo sa maraming dahilan.,the english language has become predominant throughout the world for many reasons.,ang panulti-on nga ingles kay nahimong dominante sa tibuok kalibutan sa daghan kaayo nga rason.
tatawag ako ng taksi para sa atin.,i will call a cab for us.,tawagi ko og taksi para sa atoa.
ganito ang paggamit ng makina.,this is how the machine is used.,ing-ani paggamit og makina.
ininit niya ang malamig na sabaw para sa hapunan.,he heated the cold soup for dinner.,giinit niya ang tugnaw nga sabaw para sa panihapon.
binigyan ko ng kwintas na perlas ang kapatid kong babae para sa kanyang kaarawan.,i gave my sister a pearl necklace for her birthday.,gitagaan nako og kwintas nga perlas ang akong lumon nga baye para sa iyang adlaw nga natawhan.
nag-uumpisa siyang magtrabaho nang alas-siyete.,he starts work at seven o'clock.,nagasugod siya og tarbaho inig ka alas-siyete.
kailangan ko ng isang kahon ng mga pako.,i need a box of nails.,kinahanglan nako og usa ka kahon nga lansang.
hindi ko matandaan kung sino ang unang dumating.,i don't remember who came first.,di na nako mahinumdoman kinsa una niabot.
tinamaan si tom ng isang bola ng golf.,tom was hit by a golf ball.,naigo si tom og usa ka bola sa golf.
ikaw ay isang mahusay na kusinero.,you are a good cook.,ikaw kay usa ka nindot nga kusinero.
makukuha mo kapag susubukan mo.,you will get it when you try.,makuha nimo kon imong tistingan.
ang ikli.,the short.,ka gamay.
tulog ba siya?,is he sleeping,natog siya?
"isang araw, lumuwas si elisa ng madrid.","one day, elisa left madrid.","usa ka adlaw, niadto si elisa og madrid."
nakalimutan ko talaga na may pasok ngayon!,i really forgot that there is school today!,nakalimot gyud ko nga naay klase ron!
nagdisisyon si kenji na maging isang kusinero.,kenji decides to become a cook.,nagdesisyon si kenji nga mahimong usa ka kusinero.
wala akong nalalaman na kahit ano tungkol sa bansang hapon.,i don't know anything about japan.,wala koy nabal-an nga bisan og unsa sa nasud sa hapon.
hindi lahat ng mga estudyante ang dumalo sa pulong.,not all students attended the meeting.,di tanan estudyante niadto sa pulong.
"bukas, dadalhin kita sa aking palasyo.","tomorrow, i will take you to my palace.","ugma, dad-on ta ka sa akong palasyo."
anong gagawin mo kapag may isang milyong dolyar ka?,what would you do if you had a million dollars?,unsay imong himoon kon naa kay usa ka milyon nga dolyar?
gusto mong magkaroon ng mga anak?,do you want to have children?,ganahan ka magka-anak?
gusto niyang magpakasal agad.,he wants to get married right away.,gusto niya magpakasal dayon.
babayaran niya ang lahat.,he will pay for everything.,bayran niya tanan.
sipilyuhin mo ngipin mo.,brush your teeth,sipilyuhi imong ngipon.
tatawagan ko siya mamaya.,i will call him later.,tawagan nako siya unya.
uminom ng kape si tom habang naninigarilyo si mary.,tom drank coffee while mary smoked.,niinom og kape si tom samtang naingarilyo si maria.
binuksan ng sanggol ang bibig.,the baby opened its mouth.,giablihan sa bata iyang baba.
pinakilala niya ako sa kanyang kapatid na lalaki.,he introduced me to his brother.,gipaila-ila ko niya sa iyang lumon nga laki.
bakit hindi tayo kumain?,why don't we eat?,nganong di man ta mokaon?
maawa ka!,have mercy!,malooy ka!
"sa pagpasok niya sa kamalig, may nakita siyang isang nawawalang bisikleta.","when he entered the barn, he saw a missing bicycle.","sa pagsulod niya sa kamalig, naa siyay nakit-an nga nawala nga bisekleta."
bumaba sila ng bus.,they got off the bus.,ninaog sila sa bus.
katatawag lang sa akin ng pulis.,the police just called me.,bag-o ra nitawag sa akoa ang pulis.
sigurado ka bang magpapalagay ka ng tatu?,are you sure you want to get a tattoo?,sigurado ba ka nga magpabutang ka og tatu?
narinig ko pati mga motorista ng taksi ay madalas na nawawala sa tokyo.,i also heard that taxi drivers often get lost in tokyo.,nadunggan nako pati mga motorista sa taksi nga halos pirme mawala sa tokyo.
hindi ko alam kung bakit ang saya-saya ko sa araw na ito.,i don't know why i'm so happy today.,wa ko kabalo kon nganong malipayon kaayo ko karong adlaw.
mas malaki ang kotseng ito kaysa sa kotseng iyon.,this car is bigger than that car.,mas daku ning sakyanan kaysa sa ato nga sakyanan.
hindi posible ang manirahan sa pulong iyan.,it is not possible to live in that meeting.,di posible nga mopuyo ana nga lupa.
naapektuhan ang kanyang mga baga ng paninigarilyo.,his lungs were affected by smoking.,apektado iyang baga tungod sa panigarilyo.
bumili ka ng ilang tokwa pabalik mo sa bahay.,buy some tofu on your way home.,palit og pila ka tokwa pagbalik sa balay.
iniisip kong mag-abroad sa darating na taon.,i'm thinking of going abroad next year.,gihunahuna nako nga mag-abroad sa moabot nga tuig.
"ayon sa kanya, hindi siya pupunta rito.","according to him, he will not come here.","matod niya, di siya moanhi diri."
sumakay si tom sa kotse at umalis na sila.,tom got into the car and they left.,nisakay si tom og sakyanan ug nilakaw na sila.
ipahihiram ko ito sa iyo.,i'll lend it to you.,pahulmon ta ka ani.
sobrang hina niya sa matematika.,he is very weak in mathematics.,hinay kaayo siya sa matematika.
ganoon ba ang gusto mo?,is that what you want?,ing-ato ba imong gusto?
mas malinaw ang paningin mo kaysa sa akin.,your vision is clearer than mine.,mas klaro ang imong panan-aw kaysa sa akoa.
"pwede ko bang makita ang tiket mo? ""oo. eto.""","can i see your ticket ""yes. here.""","pwede ba nako makit-an imong tiket? ""oo. naa ra."""
nakuha niya ang kanyang hiling sa wakas.,he got his wish at last.,nakuha niya iyang pangandoy sa kinauwaihan.
anong hindi pumapatay sa iyo ay siyang nagpapalakas sa iyo.,what doesn't kill you makes you stronger.,unsay dili mopatay sa imo kay mao ang magpakusog sa imoha.
gusto mong magtrabaho sa metro?!,you want to work at metro?!,ganahan ka magtarbaho sa metro?!
pumapasok sa paaralan si hiromi ng limang araw sa isang buwan.,hiromi goes to school five days a month.,nagaadto sa eskwelahan si hiromi og lima ka adlaw sa usa ka bulan.
nakita ko siya.,i saw him.,nakit-an nako siya.
meron akong dalawang pusa.,i have two cats.,naa koy duha ka iring.
kinse minutos na lang at aalis na ako dito.,just fifteen minutes and i'll be out of here.,kinse minutos na lang molakaw nako diri.
binasa mo ba ang dyaryo ngayon?,did you read the newspaper today?,gibasa ba nimo ang dyaryo karon?
hindi umuwi sa bahay si steve.,steve didn't come home.,wala niuli sa balay si steve.
iyan ay walang kabuluhan.,that's nonsense.,kana kay way kapuslanan.
sinuswerte si tom.,tom was lucky.,giswerte si tom.
parang gusto kong umiyak.,i feel like crying.,murag gusto nako mohilak.
"dahil doon, nawalan siya ng trabaho.","because of that, he lost his job.","tungod ato, nawad-an siya og tarbaho."
bilog ang mga bola.,the balls are round.,lingin ang mga bola.
habambuhay niyang iibigin ang kanyang asawa.,he will love his wife forever.,hangtod-hangtod niya higugmaon iyang asawa.
gaano kalawak ang parke na ito?,how big is this park?,unsa kadaku ning parkeha?
hindi kailangan ni mike na hugasan ang kotse ng kanyang nanay sa araw na ito.,mike doesn't have to wash his mom's car today.,di kinahanglan ni mike nga hugasan ang sakyanan sa iyang inahan aning adlawa.
maglaro kayo ni tom.,play with tom.,pagdula mo ni tom.
tinanong sa akin ng matanda ang oras.,the old man asked me the time.,gipangutana sa akoa sa tigulang ang oras.
may kaunting posibilidad ng tagumpay.,there is little chance of success.,naay gamay nga posibilidad nga modaog.
may kaibigan si tom na ang nanay ay isang beterinarya.,tom has a friend whose mother is a veterinarian.,naay amigo si tom nga ang inahan kay usa ka beterinarya.
galing siya sa pransiya.,he is from france.,gikan siya og pransiya.
wala siyang ibang gawin kung hindi tumawa.,he had nothing else to do but laugh.,wala siyay laing buhaton kon di ang mokatawa.
lumipad ang isang bubuyog palabas ng bintana.,a bee flew out of the window.,nilupad ang usa ka buyog paggawas sa bintana.
nandito rin si tom.,tom is here too.,naa sad diri si tom.
ang wikang kinagisnan ni tom ay ang ingles.,tom's native language is english.,ang sinultian nga namathan ni tom kay ingles.
mainit ang kape.,the coffee is hot.,init ang kape.
kumusta ang iyong pag-aaral?,how is your study,kumusta imong pag-eskwela?
bakit hindi ka matulog nang saglit?,why don't you sleep for a while?,ngano di ka matog kadali?
kailangan kong makita!,i have to see!,kinahanglan nako makit-an!
ako'y may isang panaginip.,i have a dream.,naa koy usa ka damgo.
malapit na tayo.,we are close.,duol na ta.
nasa hardin ang tatay ko.,my father is in the garden.,naa sa tanmanan akong amahan.
sanay kaming kumain ng mga pagkaing simple.,we are used to eating simple foods.,anad mi mokaon og pagkaon nga simple ra.
ang abril ay sinusundan ng mayo.,april is followed by may.,gisundan ang abril og mayo.
hindi ka nila pwedeng sisantehin.,they cannot satisfy you.,di ka nila pwede kwaan og panarbaho.
baliw ka ba?,are you crazy,boang ka?
wala ni isang kapatid na babae o lalaki si tom.,tom has neither a sister nor a brother.,walay ni usa ka lumon nga baye o laki si tom.
madalas lumilindol sa bansang hapon.,earthquakes often occur in japan.,halos pirme maglinog ang nasud nga hapon.
halos sirain ng eskandalo ang kanyang karera.,the scandal nearly destroyed his career.,halos gub-on og eskandalo ang iyang tarbaho.
sinong may alam kung ano na ang nangyari sa kanya?,who knows what happened to him?,kinsay nahibalo unsa nay nahitabo sa iyaha?
gusto kong makita ang nanay mo.,i want to see your mother.,gusto nako makit-an ang imong inahan.
ang guwapo niya.,he is handsome.,gwapo kaayo siya.
pareho pa rin ang sitwasyon.,the situation is still the same.,parehas ra gihapon ang sitwasyon.
gaano kadalas mo siya makita?,how often do you see him?,pila ka higayon nimo siya makit-an?
mataas ang kanyang sweldo.,his salary is high.,daku siya og sweldo.
nabintang siya ng pagsasabi ng hindi totoo.,he was accused of telling lies.,naapsan siya og pagsulti sa di tinuod.
hindi dapat kainin ang karneng hilaw.,raw meat should not be eaten.,di angay kaonon ang karne nga hilaw.
mas pipiliin ko ang pamamasyal kaysa sa panonood ng palabas.,i'd rather go sightseeing than watching a show.,mas pilion nako ang molaag kaysa sa magtan-aw og salida.
iyon ay mahaba.,that is long.,kato kay tag-as.
mahaba iyon.,that's long.,tag-as to.
siya ay kinakabahan at madali siyang matakot.,he is nervous and can get scared easily.,gikulbaan siya ug dali ra mahadlok.
masyadong mabait si kyoko para buhatin ang bagahe ko para sa akin.,kyoko was very kind to carry my luggage for me.,buotan kaayo si kyoko aron alsahon ang bagahe nako para sa akoa.
ikaw ang aking iibigin habambuhay.,you are my love forever.,ikaw akong higugmaon hangtod-hangtod.
ang pulis ay nagpoprotekta sa testigo.,the police are protecting the witness.,ang pulis ang tigprotekta sa testigos.
huwag paghaluin ang negosyo na may kasiyahan.,do not mix business with pleasure.,ayaw og halo-a ang negosyo nga naay kalipay.
paano kung talagang alam na niya ang lahat ng bagay?,what if he really knows everything?,unsaon kon tinuod nga kabalo gyud siya sa tanang butang.
hanggang tatlong kilometro ang papunta doon.,up to three kilometers to get there.,hangtod tulo ka kilometro ang paadto didto.
umiinom ka ng kape?,do you drink coffee?,naga-inom ka og kape?
mabilis ka ring masasanay diyan.,you will quickly get used to that.,dali ra ka maanad ana.
"sino ang mas matangkad, ikaw o si ken?","who is taller, you or ken?","kinsa ang mas tag-as, ikaw o si ken?"
malakas ang lalaki.,the man is strong.,kusgan ang laki.
bata ang lalaki.,the man is young.,bata ang laki.
siya ang aking guro.,he is my teacher.,siya akong magtutudlo.
namimiss ko na ang pamilya at bayan ko.,i miss my family and my town.,gimingaw nako sa akong pamilya og lungsod.
"madilim, kaya tingnan ang dinadaanan.","it's dark, so watch your way.","ngitngit, maong tan-awa ang agi-an."
nililibing ng aming aso ang kanyang mga buto sa hardin.,our dog buries his bones in the garden.,gilubong sa amoang iro ang iyang mga bukog sa tanmanan.
mag-antay tayo rito hanggang siya'y bumalik.,let's wait here until he returns.,maghulat ta diri hangtod mobalik siya.
tanghali na.,it's noon.,udto na.
punta tayo kanila mark,let's go to them mark,adto ta ilaha mark.
"ano ang mas tama ""punta tayo kanila john o punta tayo kina john""","what is more correct ""let's go to them john or let's go to john""","unsa ang mas tama, ""adto ta ilaha john o adto ta ila john""?"
